time_period,time_identifier,geographic_level,country_code,country_name,version,establishment_type_group,breakdown,sex,ethnicity_major,ethnicity_minor,free_school_meals,sen_provision,sen_status,sen_primary_need,disadvantage,first_language,admission_type,religious_denomination,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN provision,Girls,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,Sikh,4,198,11831.5,59.8,198,100,151,76.3,181,91.4,177,89.4,100,50.5,136,68.7,1128.77,5.7,190,196.37,1.03,0.83,1.23
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN provision,Girls,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,3073,251682,13630069.46,54.2,248835,98.9,143876,57.2,193097,76.7,119673,47.5,67362,26.8,87767,34.9,1199979.2,4.77,237781,60594.926,0.25,0.25,0.26
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN provision,Girls,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,137,288,6729.5,23.4,234,81.3,25,8.7,53,18.4,12,4.2,3,1,8,2.8,515.53,1.79,270,-228.932,-0.85,-1.02,-0.68
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN provision,Girls,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,non-selective schools in other areas,Total,1783,3431,85825.75,25,2814,82,425,12.4,788,23,276,8,91,2.7,138,4,6729.19,1.96,3164,-2378.512,-0.75,-0.8,-0.7
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN provision,Girls,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,selective schools,Total,20,24,1268,52.8,21,87.5,19,79.2,20,83.3,7,29.2,4,16.7,6,25,105.68,4.4,20,-29.684,-1.48,-2.1,-0.87
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN provision,Girls,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Church of England,122,255,7290.25,28.6,216,84.7,40,15.7,69,27.1,21,8.2,11,4.3,11,4.3,566,2.22,235,-122.814,-0.52,-0.7,-0.34
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN provision,Girls,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Jewish,7,24,620.25,25.8,15,62.5,3,12.5,7,29.2,3,12.5,1,4.2,1,4.2,49.67,2.07,23,-19.668,-0.86,-1.43,-0.28
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN provision,Girls,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Muslim,7,12,317,26.4,10,83.3,3,25,4,33.3,2,16.7,0,0,2,16.7,28.18,2.35,12,-0.011,0,-0.8,0.8
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN provision,Girls,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,No religious character,1591,3082,75982.75,24.7,2518,81.7,375,12.2,685,22.2,239,7.8,77,2.5,127,4.1,5959.73,1.93,2837,-2275.565,-0.8,-0.85,-0.75
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN provision,Girls,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Other Christian faith,33,58,1139,19.6,45,77.6,6,10.3,10,17.2,5,8.6,3,5.2,3,5.2,88.47,1.53,52,-48.041,-0.92,-1.31,-0.54
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN provision,Girls,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Roman catholic,180,312,8474,27.2,265,84.9,42,13.5,86,27.6,25,8,6,1.9,8,2.6,658.35,2.11,295,-171.029,-0.58,-0.74,-0.42
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN provision,Girls,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,1941,3744,93828.25,25.1,3070,82,469,12.5,861,23,295,7.9,98,2.6,152,4.1,7350.73,1.96,3455,-2639.577,-0.76,-0.81,-0.72
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN provision,Girls,Total,Total,Total,SEN Supp,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,197,1903,62867.75,33,1819,95.6,322,16.9,621,32.6,274,14.4,62,3.3,98,5.1,4959.42,2.61,1847,-893.783,-0.48,-0.55,-0.42
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN provision,Girls,Total,Total,Total,SEN Supp,Total,Total,Total,Total,non-selective schools in other areas,Total,2704,24860,892259,35.9,23669,95.2,5716,23,9858,39.7,5049,20.3,1624,6.5,2455,9.9,72718.06,2.93,23909,-8055.168,-0.34,-0.35,-0.32
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN provision,Girls,Total,Total,Total,SEN Supp,Total,Total,Total,Total,selective schools,Total,97,844,56650,67.1,832,98.6,730,86.5,801,94.9,468,55.5,371,44,427,50.6,5100.72,6.04,758,117.366,0.15,0.05,0.26
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN provision,Girls,Total,Total,Total,SEN Supp,Total,Total,Total,Total,Total,Church of England,171,1556,57750,37.1,1489,95.7,365,23.5,657,42.2,280,18,97,6.2,154,9.9,4679.15,3.01,1492,-441.489,-0.3,-0.37,-0.22
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN provision,Girls,Total,Total,Total,SEN Supp,Total,Total,Total,Total,Total,Hindu,2,6,190,31.7,6,100,1,16.7,1,16.7,1,16.7,0,0,1,16.7,15.83,2.64,5,0.353,0.07,-1.16,1.31
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN provision,Girls,Total,Total,Total,SEN Supp,Total,Total,Total,Total,Total,Jewish,11,91,3778.75,41.5,86,94.5,34,37.4,53,58.2,20,22,7,7.7,9,9.9,312.01,3.43,81,-28.47,-0.35,-0.66,-0.04
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN provision,Girls,Total,Total,Total,SEN Supp,Total,Total,Total,Total,Total,Muslim,10,104,3967,38.1,102,98.1,30,28.8,55,52.9,58,55.8,3,2.9,8,7.7,357.49,3.44,89,42.213,0.47,0.18,0.77
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN provision,Girls,Total,Total,Total,SEN Supp,Total,Total,Total,Total,Total,No religious character,2468,22891,832595.75,36.4,21788,95.2,5561,24.3,9224,40.3,4812,21,1735,7.6,2492,10.9,68207.49,2.98,21995,-7751.482,-0.35,-0.37,-0.33
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN provision,Girls,Total,Total,Total,SEN Supp,Total,Total,Total,Total,Total,Other Christian faith,54,472,17814.25,37.7,454,96.2,126,26.7,193,40.9,96,20.3,37,7.8,57,12.1,1456.2,3.09,448,-135.502,-0.3,-0.43,-0.17
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN provision,Girls,Total,Total,Total,SEN Supp,Total,Total,Total,Total,Total,Roman catholic,279,2478,95293.75,38.5,2386,96.3,649,26.2,1094,44.1,521,21,177,7.1,258,10.4,7716.36,3.11,2396,-524.248,-0.22,-0.28,-0.16
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN provision,Girls,Total,Total,Total,SEN Supp,Total,Total,Total,Total,Total,Sikh,3,9,387.25,43,9,100,2,22.2,3,33.3,3,33.3,1,11.1,1,11.1,33.67,3.74,8,7.04,0.88,-0.1,1.86
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN provision,Girls,Total,Total,Total,SEN Supp,Total,Total,Total,Total,Total,Total,3000,27611,1011781.75,36.6,26322,95.3,6768,24.5,11280,40.9,5791,21,2057,7.4,2980,10.8,82778.37,3,26518,-8844.291,-0.33,-0.35,-0.32
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,Total,Any SEN,Total,Total,Total,non-selective schools in highly selective areas,Total,198,2191,69597.25,31.8,2053,93.7,347,15.8,674,30.8,286,13.1,65,3,106,4.8,5474.95,2.5,2117,-1122.715,-0.53,-0.59,-0.47
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,Total,Any SEN,Total,Total,Total,non-selective schools in other areas,Total,2736,28291,978084.75,34.6,26483,93.6,6141,21.7,10646,37.6,5325,18.8,1715,6.1,2593,9.2,79447.25,2.81,27073,-10433.68,-0.39,-0.4,-0.37
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,Total,Any SEN,Total,Total,Total,selective schools,Total,98,868,57918,66.7,853,98.3,749,86.3,821,94.6,475,54.7,375,43.2,433,49.9,5206.4,6,778,87.682,0.11,0.01,0.21
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,Total,Any SEN,Total,Total,Total,Total,Church of England,173,1811,65040.25,35.9,1705,94.1,405,22.4,726,40.1,301,16.6,108,6,165,9.1,5245.15,2.9,1727,-564.303,-0.33,-0.39,-0.26
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,Total,Any SEN,Total,Total,Total,Total,Hindu,2,6,190,31.7,6,100,1,16.7,1,16.7,1,16.7,0,0,1,16.7,15.83,2.64,5,0.353,0.07,-1.16,1.31
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,Total,Any SEN,Total,Total,Total,Total,Jewish,11,115,4399,38.3,101,87.8,37,32.2,60,52.2,23,20,8,7,10,8.7,361.68,3.15,104,-48.138,-0.46,-0.73,-0.19
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,Total,Any SEN,Total,Total,Total,Total,Muslim,10,116,4284,36.9,112,96.6,33,28.4,59,50.9,60,51.7,3,2.6,10,8.6,385.67,3.32,101,42.202,0.42,0.14,0.69
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,Total,Any SEN,Total,Total,Total,Total,No religious character,2496,25973,908578.5,35,24306,93.6,5936,22.9,9909,38.2,5051,19.4,1812,7,2619,10.1,74167.22,2.86,24832,-10027.047,-0.4,-0.42,-0.39
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,Total,Any SEN,Total,Total,Total,Total,Other Christian faith,54,530,18953.25,35.8,499,94.2,132,24.9,203,38.3,101,19.1,40,7.5,60,11.3,1544.67,2.91,500,-183.543,-0.37,-0.49,-0.24
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,Total,Any SEN,Total,Total,Total,Total,Roman catholic,283,2790,103767.75,37.2,2651,95,691,24.8,1180,42.3,546,19.6,183,6.6,266,9.5,8374.71,3,2691,-695.277,-0.26,-0.31,-0.21
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,Total,Any SEN,Total,Total,Total,Total,Sikh,3,9,387.25,43,9,100,2,22.2,3,33.3,3,33.3,1,11.1,1,11.1,33.67,3.74,8,7.04,0.88,-0.1,1.86
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,Total,Any SEN,Total,Total,Total,Total,Total,3034,31355,1105610,35.3,29392,93.7,7237,23.1,12141,38.7,6086,19.4,2155,6.9,3132,10,90129.1,2.87,29973,-11483.868,-0.38,-0.4,-0.37
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,Total,No identified SEN,Total,Total,Total,non-selective schools in highly selective areas,Total,200,15580,758056.25,48.7,15372,98.7,7009,45,10746,69,5780,37.1,2489,16,3730,23.9,64144.1,4.12,14820,608.129,0.04,0.02,0.06
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,Total,No identified SEN,Total,Total,Total,non-selective schools in other areas,Total,2767,223944,11950724.95,53.4,221320,98.8,125253,55.9,170286,76,104143,46.5,56330,25.2,74771,33.4,1048731.4,4.68,211820,52196.238,0.25,0.24,0.25
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,Total,No identified SEN,Total,Total,Total,selective schools,Total,106,12158,921288.26,75.8,12143,99.9,11614,95.5,12065,99.2,9750,80.2,8543,70.3,9266,76.2,87103.7,7.16,11141,7790.559,0.7,0.67,0.73
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,Total,No identified SEN,Total,Total,Total,Total,Church of England,174,13976,762333.25,54.5,13803,98.8,7988,57.2,10885,77.9,6369,45.6,3592,25.7,4802,34.4,66647.2,4.77,13271,3720.755,0.28,0.26,0.3
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,Total,No identified SEN,Total,Total,Total,Total,Hindu,2,132,8161.5,61.8,131,99.2,98,74.2,118,89.4,115,87.1,73,55.3,94,71.2,781.62,5.92,117,146.897,1.26,1,1.51
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,Total,No identified SEN,Total,Total,Total,Total,Jewish,12,692,41850,60.5,680,98.3,541,78.2,628,90.8,328,47.4,198,28.6,239,34.5,3711.04,5.36,620,411.654,0.66,0.55,0.77
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,Total,No identified SEN,Total,Total,Total,Total,Muslim,10,970,60530.75,62.4,967,99.7,772,79.6,892,92,870,89.7,386,39.8,493,50.8,5753.39,5.93,907,1043.769,1.15,1.06,1.24
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,Total,No identified SEN,Total,Total,Total,Total,No religious character,2531,206591,11115713.46,53.8,204223,98.9,116793,56.5,157303,76.1,97087,47,54665,26.5,71107,34.4,978657.74,4.74,195115,45014.619,0.23,0.22,0.24
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,Total,No identified SEN,Total,Total,Total,Total,Other Christian faith,56,4404,246939.75,56.1,4353,98.8,2639,59.9,3390,77,2498,56.7,1529,34.7,1911,43.4,22198.48,5.04,4069,1396.749,0.34,0.3,0.39
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,Total,No identified SEN,Total,Total,Total,Total,Roman catholic,284,24719,1382709.25,55.9,24480,99,14894,60.3,19700,79.7,12229,49.5,6819,27.6,8985,36.3,121100.96,4.9,23492,8664.113,0.37,0.35,0.39
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,Total,No identified SEN,Total,Total,Total,Total,Sikh,4,198,11831.5,59.8,198,100,151,76.3,181,91.4,177,89.4,100,50.5,136,68.7,1128.77,5.7,190,196.37,1.03,0.83,1.23
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,SEN status,Girls,Total,Total,Total,Total,No identified SEN,Total,Total,Total,Total,Total,3073,251682,13630069.46,54.2,248835,98.9,143876,57.2,193097,76.7,119673,47.5,67362,26.8,87767,34.9,1199979.2,4.77,237781,60594.926,0.25,0.25,0.26
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,non-selective schools in highly selective areas,Total,200,4746,177341.25,37.4,4536,95.6,1156,24.4,2120,44.7,1080,22.8,308,6.5,522,11,14421.2,3.04,4579,-2569.354,-0.56,-0.6,-0.52
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,non-selective schools in other areas,Total,2763,68308,2815409.89,41.2,65764,96.3,22271,32.6,35981,52.7,22085,32.3,7991,11.7,12171,17.8,238158.69,3.49,64921,-20911.054,-0.32,-0.33,-0.31
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,selective schools,Total,101,913,63589.63,69.6,903,98.9,811,88.8,879,96.3,665,72.8,521,57.1,599,65.6,5921.35,6.49,891,320.82,0.36,0.27,0.45
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,Total,Church of England,173,4106,172513.75,42,3948,96.2,1344,32.7,2238,54.5,1244,30.3,455,11.1,717,17.5,14463.78,3.52,3925,-1083.142,-0.28,-0.32,-0.23
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,Total,Hindu,2,28,1396,49.9,28,100,11,39.3,20,71.4,17,60.7,7,25,12,42.9,128.67,4.6,26,15.114,0.58,0.04,1.12
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,Total,Jewish,11,81,3877,47.9,75,92.6,42,51.9,55,67.9,32,39.5,21,25.9,26,32.1,339.83,4.2,78,7.805,0.1,-0.21,0.41
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,Total,Muslim,10,306,16668.25,54.5,302,98.7,200,65.4,251,82,232,75.8,86,28.1,115,37.6,1576.79,5.15,273,241.131,0.88,0.72,1.05
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,Total,No religious character,2524,61316,2505716.52,40.9,58989,96.2,19627,32,31764,51.8,19435,31.7,7054,11.5,10682,17.4,211821.15,3.45,58353,-20706.937,-0.35,-0.37,-0.34
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,Total,Other Christian faith,56,1403,60403.25,43.1,1353,96.4,523,37.3,764,54.5,522,37.2,235,16.7,326,23.2,5189.36,3.7,1319,-358.679,-0.27,-0.35,-0.2
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,Total,Roman catholic,284,6685,293404.5,43.9,6466,96.7,2462,36.8,3852,57.6,2313,34.6,942,14.1,1389,20.8,24756.64,3.7,6376,-1311.658,-0.21,-0.24,-0.17
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,Total,Sikh,4,42,2361.5,56.2,42,100,29,69,36,85.7,35,83.3,20,47.6,25,59.5,225.02,5.36,41,36.778,0.9,0.47,1.33
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,Total,Total,3074,73983,3056420.77,41.3,71213,96.3,24238,32.8,38980,52.7,23830,32.2,8820,11.9,13292,18,258507.25,3.49,70407,-23203.297,-0.33,-0.34,-0.32
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Disadvantaged all other,Total,non-selective schools in highly selective areas,Total,200,13028,650471.25,49.9,12892,99,6201,47.6,9302,71.4,4987,38.3,2247,17.2,3315,25.4,55213.01,4.24,12361,2054.736,0.17,0.14,0.19
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Disadvantaged all other,Total,non-selective schools in other areas,Total,2767,183970,10115076.81,55,182075,99,109140,59.3,144976,78.8,87398,47.5,50058,27.2,65199,35.4,890172.29,4.84,173999,62664.234,0.36,0.35,0.37
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Disadvantaged all other,Total,selective schools,Total,106,12116,915856.63,75.6,12096,99.8,11555,95.4,12010,99.1,9563,78.9,8400,69.3,9103,75.1,86411.58,7.13,11031,7561.085,0.69,0.66,0.71
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Disadvantaged all other,Total,Total,Church of England,174,11684,654986.75,56.1,11563,99,7050,60.3,9374,80.2,5428,46.5,3245,27.8,4250,36.4,57439.9,4.92,11076,4239.108,0.38,0.36,0.41
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Disadvantaged all other,Total,Total,Hindu,2,110,6955.5,63.2,109,99.1,88,80,99,90,99,90,66,60,83,75.5,668.78,6.08,96,132.136,1.38,1.09,1.66
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Disadvantaged all other,Total,Total,Jewish,12,726,42372,58.4,706,97.2,536,73.8,633,87.2,319,43.9,185,25.5,223,30.7,3732.89,5.14,646,355.711,0.55,0.44,0.66
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Disadvantaged all other,Total,Total,Muslim,10,780,48146.5,61.7,777,99.6,605,77.6,700,89.7,698,89.5,303,38.8,388,49.7,4562.27,5.85,735,844.84,1.15,1.05,1.25
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Disadvantaged all other,Total,Total,No religious character,2531,171289,9520291.44,55.6,169574,99,103120,60.2,135474,79.1,82719,48.3,49431,28.9,63053,36.8,841162.3,4.91,161620,55689.544,0.34,0.34,0.35
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Disadvantaged all other,Total,Total,Other Christian faith,56,3531,205489.75,58.2,3499,99.1,2248,63.7,2829,80.1,2077,58.8,1334,37.8,1645,46.6,18553.79,5.25,3250,1571.885,0.48,0.44,0.53
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Disadvantaged all other,Total,Total,Roman catholic,284,20829,1193305.5,57.3,20670,99.2,13125,63,17031,81.8,10463,50.2,6060,29.1,7863,37.8,104739.53,5.03,19811,9280.199,0.47,0.45,0.49
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Disadvantaged all other,Total,Total,Sikh,4,165,9857.25,59.7,165,100,124,75.2,148,89.7,145,87.9,81,49.1,112,67.9,937.42,5.68,157,166.632,1.06,0.84,1.28
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Disadvantaged all other,Total,Total,Total,3086,209745,11689400.19,55.7,207497,98.9,126948,60.5,166405,79.3,101948,48.6,60705,28.9,77617,37,1032452.53,4.92,197915,70806.439,0.36,0.35,0.36
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,First language,Girls,Total,Total,Total,Total,Total,Total,Total,English,non-selective schools in highly selective areas,Total,200,15460,710496.5,46,15153,98,6173,39.9,9792,63.3,5041,32.6,2066,13.4,3135,20.3,59326.67,3.84,15070,-1734.872,-0.12,-0.14,-0.09
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,First language,Girls,Total,Total,Total,Total,Total,Total,Total,English,non-selective schools in other areas,Total,2764,207401,10559511.69,50.9,203695,98.2,106580,51.4,148152,71.4,84319,40.7,45666,22,60662,29.2,914511.79,4.41,202235,14228.922,0.07,0.06,0.08
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,First language,Girls,Total,Total,Total,Total,Total,Total,Total,English,selective schools,Total,106,10966,815904.51,74.4,10940,99.8,10343,94.3,10839,98.8,8513,77.6,7341,66.9,8041,73.3,76679.36,6.99,9996,5950.739,0.6,0.57,0.62
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,First language,Girls,Total,Total,Total,Total,Total,Total,Total,English,Total,Church of England,174,13239,690531.25,52.2,13012,98.3,6977,52.7,9707,73.3,5341,40.3,3031,22.9,4033,30.5,59685.25,4.51,12866,1722.482,0.13,0.11,0.16
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,First language,Girls,Total,Total,Total,Total,Total,Total,Total,English,Total,Hindu,2,69,4188,60.7,69,100,50,72.5,61,88.4,57,82.6,36,52.2,47,68.1,396.48,5.75,66,78.448,1.19,0.85,1.53
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,First language,Girls,Total,Total,Total,Total,Total,Total,Total,English,Total,Jewish,12,721,41753,57.9,699,96.9,527,73.1,624,86.5,311,43.1,188,26.1,226,31.3,3671.6,5.09,660,317.379,0.48,0.37,0.59
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,First language,Girls,Total,Total,Total,Total,Total,Total,Total,English,Total,Muslim,10,289,17455.25,60.4,288,99.7,226,78.2,257,88.9,252,87.2,92,31.8,108,37.4,1637.97,5.67,267,250.875,0.94,0.77,1.11
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,First language,Girls,Total,Total,Total,Total,Total,Total,Total,English,Total,No religious character,2529,193426,9937608.45,51.4,190026,98.2,100817,52.1,138631,71.7,80204,41.5,45154,23.3,58810,30.4,864145.01,4.47,188080,11547.236,0.06,0.06,0.07
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,First language,Girls,Total,Total,Total,Total,Total,Total,Total,English,Total,Other Christian faith,56,4030,214818,53.3,3960,98.3,2214,54.9,2918,72.4,2042,50.7,1207,30,1526,37.9,19039.92,4.72,3846,562.189,0.15,0.1,0.19
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,First language,Girls,Total,Total,Total,Total,Total,Total,Total,English,Total,Roman catholic,283,21981,1175195.25,53.5,21662,98.5,12230,55.6,16519,75.2,9602,43.7,5325,24.2,7037,32,101527.06,4.62,21445,3890.991,0.18,0.16,0.2
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,First language,Girls,Total,Total,Total,Total,Total,Total,Total,English,Total,Sikh,4,72,4363.5,60.6,72,100,55,76.4,66,91.7,64,88.9,40,55.6,51,70.8,414.53,5.76,71,75.189,1.06,0.73,1.39
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,First language,Girls,Total,Total,Total,Total,Total,Total,Total,English,Total,Total,3072,233832,12085922.7,51.7,229791,98.3,123096,52.6,168783,72.2,97873,41.9,55073,23.6,71838,30.7,1050518.32,4.49,227306,18429.634,0.08,0.08,0.09
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,First language,Girls,Total,Total,Total,Total,Total,Total,Total,Other than English,non-selective schools in highly selective areas,Total,186,2268,115146.5,50.8,2230,98.3,1164,51.3,1601,70.6,1012,44.6,484,21.3,694,30.6,10123.55,4.46,1835,1218.609,0.66,0.6,0.73
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,First language,Girls,Total,Total,Total,Total,Total,Total,Total,Other than English,non-selective schools in other areas,Total,2532,43977,2328964.26,53,43280,98.4,24418,55.5,32237,73.3,24789,56.4,12209,27.8,16482,37.5,210133.02,4.78,35944,27483.265,0.76,0.75,0.78
202122,Academic year,National,E92000001,England,Final,State-funded mainstream,First language,Girls,Total,Total,Total,Total,Total,Total,Total,Other than English,selective schools,Total,103,2028,160872.75,79.3,2026,99.9,1991,98.2,2017,99.5,1689,83.3,1555,76.7,1635,80.6,15400.09,7.59,1895,1907.405,1.01,0.94,1.07
