time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,programme,breakdown,group_name,total_ects_count,cumulative_ects,count_swfc_ects,breakdown_percent_ect,breakdown_percent_swfc_ect,programme_percent_ect,programme_percent_swfc_ect
202425,Academic year,Local authority,England,E92000001,,,Staffordshire,860,E10000028,Provider-led,Overall,Overall,279,1320,216,1.3,1.4,95.9,96
202122,Academic year,Local authority,England,E92000001,,,Stoke-on-Trent,861,E06000021,Provider-led,Overall,Overall,125,125,107,0.5,0.4,99.2,99.1
202223,Academic year,Local authority,England,E92000001,,,Stoke-on-Trent,861,E06000021,Provider-led,Overall,Overall,134,259,102,0.5,0.5,100,100
202324,Academic year,Local authority,England,E92000001,,,Stoke-on-Trent,861,E06000021,Provider-led,Overall,Overall,129,388,110,0.5,0.6,100,100
202425,Academic year,Local authority,England,E92000001,,,Stoke-on-Trent,861,E06000021,Provider-led,Overall,Overall,105,493,84,0.5,0.5,96.3,98.8
202122,Academic year,Local authority,England,E92000001,,,Wiltshire,865,E06000054,Provider-led,Overall,Overall,188,188,171,0.7,0.7,96.9,97.2
202223,Academic year,Local authority,England,E92000001,,,Wiltshire,865,E06000054,Provider-led,Overall,Overall,226,414,198,0.9,0.9,99.6,99.5
202324,Academic year,Local authority,England,E92000001,,,Wiltshire,865,E06000054,Provider-led,Overall,Overall,183,597,161,0.8,0.8,97.3,97
202425,Academic year,Local authority,England,E92000001,,,Wiltshire,865,E06000054,Provider-led,Overall,Overall,176,773,149,0.8,0.9,99.4,100
202122,Academic year,Local authority,England,E92000001,,,Swindon,866,E06000030,Provider-led,Overall,Overall,119,119,105,0.4,0.4,86.9,86.1
202223,Academic year,Local authority,England,E92000001,,,Swindon,866,E06000030,Provider-led,Overall,Overall,109,228,105,0.4,0.5,93.2,94.6
202324,Academic year,Local authority,England,E92000001,,,Swindon,866,E06000030,Provider-led,Overall,Overall,103,331,83,0.4,0.4,84.4,92.2
202425,Academic year,Local authority,England,E92000001,,,Swindon,866,E06000030,Provider-led,Overall,Overall,94,425,82,0.4,0.5,95.9,96.5
202122,Academic year,Local authority,England,E92000001,,,Bracknell Forest,867,E06000036,Provider-led,Overall,Overall,69,69,64,0.3,0.3,95.8,97
202223,Academic year,Local authority,England,E92000001,,,Bracknell Forest,867,E06000036,Provider-led,Overall,Overall,67,136,61,0.3,0.3,98.5,100
202324,Academic year,Local authority,England,E92000001,,,Bracknell Forest,867,E06000036,Provider-led,Overall,Overall,38,174,35,0.2,0.2,77.6,76.1
202425,Academic year,Local authority,England,E92000001,,,Bracknell Forest,867,E06000036,Provider-led,Overall,Overall,31,205,27,0.1,0.2,66,65.9
202122,Academic year,Local authority,England,E92000001,,,Windsor and Maidenhead,868,E06000040,Provider-led,Overall,Overall,78,78,72,0.3,0.3,94,93.5
202223,Academic year,Local authority,England,E92000001,,,Windsor and Maidenhead,868,E06000040,Provider-led,Overall,Overall,73,151,68,0.3,0.3,98.6,98.6
202324,Academic year,Local authority,England,E92000001,,,Windsor and Maidenhead,868,E06000040,Provider-led,Overall,Overall,58,209,50,0.2,0.3,98.3,98
202425,Academic year,Local authority,England,E92000001,,,Windsor and Maidenhead,868,E06000040,Provider-led,Overall,Overall,60,269,48,0.3,0.3,100,100
202122,Academic year,Local authority,England,E92000001,,,West Berkshire,869,E06000037,Provider-led,Overall,Overall,91,91,86,0.3,0.4,98.9,98.9
202223,Academic year,Local authority,England,E92000001,,,West Berkshire,869,E06000037,Provider-led,Overall,Overall,75,166,67,0.3,0.3,98.7,98.5
202324,Academic year,Local authority,England,E92000001,,,West Berkshire,869,E06000037,Provider-led,Overall,Overall,77,243,70,0.3,0.4,100,100
202425,Academic year,Local authority,England,E92000001,,,West Berkshire,869,E06000037,Provider-led,Overall,Overall,76,319,62,0.4,0.4,97.4,98.4
202122,Academic year,Local authority,England,E92000001,,,Reading,870,E06000038,Provider-led,Overall,Overall,87,87,78,0.3,0.3,98.9,98.7
202223,Academic year,Local authority,England,E92000001,,,Reading,870,E06000038,Provider-led,Overall,Overall,96,183,86,0.4,0.4,100,100
202324,Academic year,Local authority,England,E92000001,,,Reading,870,E06000038,Provider-led,Overall,Overall,74,257,65,0.3,0.3,89.2,90.3
202425,Academic year,Local authority,England,E92000001,,,Reading,870,E06000038,Provider-led,Overall,Overall,64,321,50,0.3,0.3,87.7,86.2
202122,Academic year,Local authority,England,E92000001,,,Slough,871,E06000039,Provider-led,Overall,Overall,140,140,121,0.5,0.5,97.9,98.4
202223,Academic year,Local authority,England,E92000001,,,Slough,871,E06000039,Provider-led,Overall,Overall,98,238,86,0.4,0.4,100,100
202324,Academic year,Local authority,England,E92000001,,,Slough,871,E06000039,Provider-led,Overall,Overall,100,338,83,0.4,0.4,99,100
202425,Academic year,Local authority,England,E92000001,,,Slough,871,E06000039,Provider-led,Overall,Overall,112,450,90,0.5,0.6,94.9,96.8
202122,Academic year,Local authority,England,E92000001,,,Wokingham,872,E06000041,Provider-led,Overall,Overall,85,85,79,0.3,0.3,100,100
202223,Academic year,Local authority,England,E92000001,,,Wokingham,872,E06000041,Provider-led,Overall,Overall,109,194,102,0.4,0.5,99.1,99
202324,Academic year,Local authority,England,E92000001,,,Wokingham,872,E06000041,Provider-led,Overall,Overall,83,277,72,0.3,0.4,100,100
202425,Academic year,Local authority,England,E92000001,,,Wokingham,872,E06000041,Provider-led,Overall,Overall,66,343,58,0.3,0.4,100,100
202122,Academic year,Local authority,England,E92000001,,,Cambridgeshire,873,E10000003,Provider-led,Overall,Overall,316,316,276,1.1,1.2,99.4,99.3
202223,Academic year,Local authority,England,E92000001,,,Cambridgeshire,873,E10000003,Provider-led,Overall,Overall,301,617,275,1.1,1.2,99,99.3
202324,Academic year,Local authority,England,E92000001,,,Cambridgeshire,873,E10000003,Provider-led,Overall,Overall,254,871,224,1.1,1.2,95.1,94.5
202425,Academic year,Local authority,England,E92000001,,,Cambridgeshire,873,E10000003,Provider-led,Overall,Overall,247,1118,202,1.2,1.3,92.9,93.5
202122,Academic year,Local authority,England,E92000001,,,Peterborough,874,E06000031,Provider-led,Overall,Overall,155,155,141,0.6,0.6,96.9,97.9
202223,Academic year,Local authority,England,E92000001,,,Peterborough,874,E06000031,Provider-led,Overall,Overall,111,266,95,0.4,0.4,93.3,94.1
202324,Academic year,Local authority,England,E92000001,,,Peterborough,874,E06000031,Provider-led,Overall,Overall,107,373,92,0.5,0.5,99.1,98.9
202425,Academic year,Local authority,England,E92000001,,,Peterborough,874,E06000031,Provider-led,Overall,Overall,120,493,101,0.6,0.6,97.6,98.1
202122,Academic year,Local authority,England,E92000001,,,Halton,876,E06000006,Provider-led,Overall,Overall,59,59,50,0.2,0.2,98.3,100
202223,Academic year,Local authority,England,E92000001,,,Halton,876,E06000006,Provider-led,Overall,Overall,80,139,58,0.3,0.3,95.2,96.7
202324,Academic year,Local authority,England,E92000001,,,Halton,876,E06000006,Provider-led,Overall,Overall,53,192,41,0.2,0.2,96.4,97.6
202425,Academic year,Local authority,England,E92000001,,,Halton,876,E06000006,Provider-led,Overall,Overall,54,246,28,0.3,0.2,100,100
202122,Academic year,Local authority,England,E92000001,,,Warrington,877,E06000007,Provider-led,Overall,Overall,83,83,73,0.3,0.3,95.4,96.1
202223,Academic year,Local authority,England,E92000001,,,Warrington,877,E06000007,Provider-led,Overall,Overall,98,181,71,0.4,0.3,97,95.9
202324,Academic year,Local authority,England,E92000001,,,Warrington,877,E06000007,Provider-led,Overall,Overall,96,277,74,0.4,0.4,98,97.4
202425,Academic year,Local authority,England,E92000001,,,Warrington,877,E06000007,Provider-led,Overall,Overall,79,356,56,0.4,0.4,97.5,96.6
202122,Academic year,Local authority,England,E92000001,,,Devon,878,E10000008,Provider-led,Overall,Overall,296,296,254,1.1,1.1,97.7,97.3
202223,Academic year,Local authority,England,E92000001,,,Devon,878,E10000008,Provider-led,Overall,Overall,311,607,251,1.2,1.1,97.2,97.7
202324,Academic year,Local authority,England,E92000001,,,Devon,878,E10000008,Provider-led,Overall,Overall,251,858,210,1.1,1.1,98.4,98.6
202425,Academic year,Local authority,England,E92000001,,,Devon,878,E10000008,Provider-led,Overall,Overall,200,1058,157,0.9,1,99,99.4
202122,Academic year,Local authority,England,E92000001,,,Plymouth,879,E06000026,Provider-led,Overall,Overall,151,151,122,0.5,0.5,100,100
202223,Academic year,Local authority,England,E92000001,,,Plymouth,879,E06000026,Provider-led,Overall,Overall,152,303,131,0.6,0.6,98.7,98.5
202324,Academic year,Local authority,England,E92000001,,,Plymouth,879,E06000026,Provider-led,Overall,Overall,113,416,79,0.5,0.4,99.1,98.8
202425,Academic year,Local authority,England,E92000001,,,Plymouth,879,E06000026,Provider-led,Overall,Overall,100,516,72,0.5,0.5,97.1,97.3
202122,Academic year,Local authority,England,E92000001,,,Torbay,880,E06000027,Provider-led,Overall,Overall,50,50,42,0.2,0.2,90.9,89.4
202223,Academic year,Local authority,England,E92000001,,,Torbay,880,E06000027,Provider-led,Overall,Overall,45,95,38,0.2,0.2,95.7,95
202324,Academic year,Local authority,England,E92000001,,,Torbay,880,E06000027,Provider-led,Overall,Overall,40,135,35,0.2,0.2,90.9,89.7
202425,Academic year,Local authority,England,E92000001,,,Torbay,880,E06000027,Provider-led,Overall,Overall,32,167,19,0.2,0.1,84.2,82.6
202122,Academic year,Local authority,England,E92000001,,,Essex,881,E10000012,Provider-led,Overall,Overall,713,713,627,2.6,2.6,98.1,98.3
202223,Academic year,Local authority,England,E92000001,,,Essex,881,E10000012,Provider-led,Overall,Overall,679,1392,604,2.6,2.7,97,97.4
202324,Academic year,Local authority,England,E92000001,,,Essex,881,E10000012,Provider-led,Overall,Overall,553,1945,495,2.3,2.6,97.5,97.6
202425,Academic year,Local authority,England,E92000001,,,Essex,881,E10000012,Provider-led,Overall,Overall,496,2441,423,2.3,2.7,94.7,95.7
202122,Academic year,Local authority,England,E92000001,,,Southend-on-Sea,882,E06000033,Provider-led,Overall,Overall,84,84,75,0.3,0.3,95.5,94.9
202223,Academic year,Local authority,England,E92000001,,,Southend-on-Sea,882,E06000033,Provider-led,Overall,Overall,60,144,49,0.2,0.2,95.2,94.2
202324,Academic year,Local authority,England,E92000001,,,Southend-on-Sea,882,E06000033,Provider-led,Overall,Overall,63,207,56,0.3,0.3,96.9,98.2
202425,Academic year,Local authority,England,E92000001,,,Southend-on-Sea,882,E06000033,Provider-led,Overall,Overall,64,271,47,0.3,0.3,88.9,87
202122,Academic year,Local authority,England,E92000001,,,Thurrock,883,E06000034,Provider-led,Overall,Overall,130,130,110,0.5,0.5,96.3,96.5
202223,Academic year,Local authority,England,E92000001,,,Thurrock,883,E06000034,Provider-led,Overall,Overall,92,222,83,0.3,0.4,95.8,95.4
202324,Academic year,Local authority,England,E92000001,,,Thurrock,883,E06000034,Provider-led,Overall,Overall,96,318,78,0.4,0.4,99,100
202425,Academic year,Local authority,England,E92000001,,,Thurrock,883,E06000034,Provider-led,Overall,Overall,71,389,57,0.3,0.4,97.3,96.6
202122,Academic year,Local authority,England,E92000001,,,"Herefordshire, County of",884,E06000019,Provider-led,Overall,Overall,74,74,66,0.3,0.3,93.7,94.3
202223,Academic year,Local authority,England,E92000001,,,"Herefordshire, County of",884,E06000019,Provider-led,Overall,Overall,70,144,54,0.3,0.2,95.9,96.4
202324,Academic year,Local authority,England,E92000001,,,"Herefordshire, County of",884,E06000019,Provider-led,Overall,Overall,63,207,52,0.3,0.3,92.6,91.2
202425,Academic year,Local authority,England,E92000001,,,"Herefordshire, County of",884,E06000019,Provider-led,Overall,Overall,52,259,43,0.2,0.3,92.9,93.5
202122,Academic year,Local authority,England,E92000001,,,Worcestershire,885,E10000034,Provider-led,Overall,Overall,226,226,191,0.8,0.8,95.4,94.6
202223,Academic year,Local authority,England,E92000001,,,Worcestershire,885,E10000034,Provider-led,Overall,Overall,232,458,197,0.9,0.9,95.1,96.1
202324,Academic year,Local authority,England,E92000001,,,Worcestershire,885,E10000034,Provider-led,Overall,Overall,227,685,164,1,0.9,93.4,92.7
202425,Academic year,Local authority,England,E92000001,,,Worcestershire,885,E10000034,Provider-led,Overall,Overall,204,889,157,1,1,96.2,96.3
202122,Academic year,Local authority,England,E92000001,,,Kent,886,E10000016,Provider-led,Overall,Overall,753,753,670,2.7,2.8,88,87.8
202223,Academic year,Local authority,England,E92000001,,,Kent,886,E10000016,Provider-led,Overall,Overall,692,1445,606,2.6,2.7,87,87.4
202324,Academic year,Local authority,England,E92000001,,,Kent,886,E10000016,Provider-led,Overall,Overall,671,2116,563,2.8,3,90.2,94
202425,Academic year,Local authority,England,E92000001,,,Kent,886,E10000016,Provider-led,Overall,Overall,553,2669,422,2.6,2.7,88.9,92.7
202122,Academic year,Local authority,England,E92000001,,,Medway,887,E06000035,Provider-led,Overall,Overall,204,204,179,0.7,0.8,98.1,98.9
202223,Academic year,Local authority,England,E92000001,,,Medway,887,E06000035,Provider-led,Overall,Overall,174,378,160,0.7,0.7,98.3,98.2
202324,Academic year,Local authority,England,E92000001,,,Medway,887,E06000035,Provider-led,Overall,Overall,153,531,131,0.6,0.7,97.5,97.8
202425,Academic year,Local authority,England,E92000001,,,Medway,887,E06000035,Provider-led,Overall,Overall,120,651,94,0.6,0.6,98.4,100
202122,Academic year,Local authority,England,E92000001,,,Lancashire,888,E10000017,Provider-led,Overall,Overall,422,422,350,1.5,1.5,95.3,94.3
202223,Academic year,Local authority,England,E92000001,,,Lancashire,888,E10000017,Provider-led,Overall,Overall,416,838,334,1.6,1.5,91.4,92.3
202324,Academic year,Local authority,England,E92000001,,,Lancashire,888,E10000017,Provider-led,Overall,Overall,379,1217,269,1.6,1.4,95,93.4
202425,Academic year,Local authority,England,E92000001,,,Lancashire,888,E10000017,Provider-led,Overall,Overall,362,1579,240,1.7,1.5,94.5,94.5
202122,Academic year,Local authority,England,E92000001,,,Blackburn with Darwen,889,E06000008,Provider-led,Overall,Overall,94,94,82,0.3,0.3,98.9,100
202223,Academic year,Local authority,England,E92000001,,,Blackburn with Darwen,889,E06000008,Provider-led,Overall,Overall,82,176,69,0.3,0.3,98.8,98.6
202324,Academic year,Local authority,England,E92000001,,,Blackburn with Darwen,889,E06000008,Provider-led,Overall,Overall,94,270,74,0.4,0.4,98.9,100
202425,Academic year,Local authority,England,E92000001,,,Blackburn with Darwen,889,E06000008,Provider-led,Overall,Overall,83,353,47,0.4,0.3,98.8,97.9
202122,Academic year,Local authority,England,E92000001,,,Blackpool,890,E06000009,Provider-led,Overall,Overall,59,59,50,0.2,0.2,100,100
202223,Academic year,Local authority,England,E92000001,,,Blackpool,890,E06000009,Provider-led,Overall,Overall,67,126,57,0.3,0.3,89.3,93.4
202324,Academic year,Local authority,England,E92000001,,,Blackpool,890,E06000009,Provider-led,Overall,Overall,63,189,46,0.3,0.2,100,100
202425,Academic year,Local authority,England,E92000001,,,Blackpool,890,E06000009,Provider-led,Overall,Overall,54,243,35,0.3,0.2,98.2,100
202122,Academic year,Local authority,England,E92000001,,,Nottinghamshire,891,E10000024,Provider-led,Overall,Overall,375,375,332,1.4,1.4,94.2,93.8
202223,Academic year,Local authority,England,E92000001,,,Nottinghamshire,891,E10000024,Provider-led,Overall,Overall,378,753,328,1.4,1.5,95.5,97
202324,Academic year,Local authority,England,E92000001,,,Nottinghamshire,891,E10000024,Provider-led,Overall,Overall,345,1098,284,1.5,1.5,94.3,99
202425,Academic year,Local authority,England,E92000001,,,Nottinghamshire,891,E10000024,Provider-led,Overall,Overall,253,1351,170,1.2,1.1,98.4,98.8
202122,Academic year,Local authority,England,E92000001,,,Nottingham,892,E06000018,Provider-led,Overall,Overall,193,193,167,0.7,0.7,99,99.4
202223,Academic year,Local authority,England,E92000001,,,Nottingham,892,E06000018,Provider-led,Overall,Overall,210,403,173,0.8,0.8,100,100
202324,Academic year,Local authority,England,E92000001,,,Nottingham,892,E06000018,Provider-led,Overall,Overall,193,596,156,0.8,0.8,99.5,100
202425,Academic year,Local authority,England,E92000001,,,Nottingham,892,E06000018,Provider-led,Overall,Overall,146,742,109,0.7,0.7,99.3,100
202122,Academic year,Local authority,England,E92000001,,,Shropshire,893,E06000051,Provider-led,Overall,Overall,89,89,73,0.3,0.3,100,100
202223,Academic year,Local authority,England,E92000001,,,Shropshire,893,E06000051,Provider-led,Overall,Overall,94,183,61,0.4,0.3,96.9,98.4
202324,Academic year,Local authority,England,E92000001,,,Shropshire,893,E06000051,Provider-led,Overall,Overall,87,270,69,0.4,0.4,98.9,100
202425,Academic year,Local authority,England,E92000001,,,Shropshire,893,E06000051,Provider-led,Overall,Overall,75,345,53,0.4,0.3,96.2,96.4
202122,Academic year,Local authority,England,E92000001,,,Telford and Wrekin,894,E06000020,Provider-led,Overall,Overall,109,109,81,0.4,0.3,97.3,98.8
202223,Academic year,Local authority,England,E92000001,,,Telford and Wrekin,894,E06000020,Provider-led,Overall,Overall,101,210,72,0.4,0.3,100,100
202324,Academic year,Local authority,England,E92000001,,,Telford and Wrekin,894,E06000020,Provider-led,Overall,Overall,91,301,65,0.4,0.3,98.9,98.5
202425,Academic year,Local authority,England,E92000001,,,Telford and Wrekin,894,E06000020,Provider-led,Overall,Overall,91,392,64,0.4,0.4,100,100
202122,Academic year,Local authority,England,E92000001,,,Cheshire East,895,E06000049,Provider-led,Overall,Overall,137,137,104,0.5,0.4,92.6,91.2
202223,Academic year,Local authority,England,E92000001,,,Cheshire East,895,E06000049,Provider-led,Overall,Overall,157,294,110,0.6,0.5,94.6,94
202324,Academic year,Local authority,England,E92000001,,,Cheshire East,895,E06000049,Provider-led,Overall,Overall,159,453,129,0.7,0.7,91.4,95.6
202425,Academic year,Local authority,England,E92000001,,,Cheshire East,895,E06000049,Provider-led,Overall,Overall,127,580,85,0.6,0.5,94.8,95.5
202122,Academic year,Local authority,England,E92000001,,,Cheshire West and Chester,896,E06000050,Provider-led,Overall,Overall,122,122,104,0.4,0.4,96.1,96.3
202223,Academic year,Local authority,England,E92000001,,,Cheshire West and Chester,896,E06000050,Provider-led,Overall,Overall,130,252,102,0.5,0.5,94.2,95.3
202324,Academic year,Local authority,England,E92000001,,,Cheshire West and Chester,896,E06000050,Provider-led,Overall,Overall,129,381,90,0.5,0.5,98.5,98.9
202425,Academic year,Local authority,England,E92000001,,,Cheshire West and Chester,896,E06000050,Provider-led,Overall,Overall,80,461,52,0.4,0.3,88.9,88.1
202122,Academic year,Local authority,England,E92000001,,,Cornwall,908,E06000052,Provider-led,Overall,Overall,219,219,186,0.8,0.8,100,100
202223,Academic year,Local authority,England,E92000001,,,Cornwall,908,E06000052,Provider-led,Overall,Overall,185,404,158,0.7,0.7,98.9,98.8
202324,Academic year,Local authority,England,E92000001,,,Cornwall,908,E06000052,Provider-led,Overall,Overall,157,561,124,0.7,0.7,98.7,99.2
202425,Academic year,Local authority,England,E92000001,,,Cornwall,908,E06000052,Provider-led,Overall,Overall,149,710,105,0.7,0.7,98.7,99.1
202122,Academic year,Local authority,England,E92000001,,,Gloucestershire,916,E10000013,Provider-led,Overall,Overall,290,290,250,1.1,1,96,95.8
202223,Academic year,Local authority,England,E92000001,,,Gloucestershire,916,E10000013,Provider-led,Overall,Overall,257,547,220,1,1,94.8,95.2
202324,Academic year,Local authority,England,E92000001,,,Gloucestershire,916,E10000013,Provider-led,Overall,Overall,219,766,170,0.9,0.9,90.9,91.9
202425,Academic year,Local authority,England,E92000001,,,Gloucestershire,916,E10000013,Provider-led,Overall,Overall,208,974,161,1,1,91.6,94.2
202122,Academic year,Local authority,England,E92000001,,,Hertfordshire,919,E10000015,Provider-led,Overall,Overall,562,562,515,2,2.2,89.8,90.2
202223,Academic year,Local authority,England,E92000001,,,Hertfordshire,919,E10000015,Provider-led,Overall,Overall,568,1130,514,2.2,2.3,91.3,91.3
202324,Academic year,Local authority,England,E92000001,,,Hertfordshire,919,E10000015,Provider-led,Overall,Overall,456,1586,409,1.9,2.1,92.5,94
202425,Academic year,Local authority,England,E92000001,,,Hertfordshire,919,E10000015,Provider-led,Overall,Overall,450,2036,376,2.1,2.4,91.1,92.6
202122,Academic year,Local authority,England,E92000001,,,Isle of Wight,921,E06000046,Provider-led,Overall,Overall,50,50,39,0.2,0.2,96.2,97.5
202223,Academic year,Local authority,England,E92000001,,,Isle of Wight,921,E06000046,Provider-led,Overall,Overall,45,95,37,0.2,0.2,100,100
202324,Academic year,Local authority,England,E92000001,,,Isle of Wight,921,E06000046,Provider-led,Overall,Overall,36,131,29,0.2,0.2,100,100
202425,Academic year,Local authority,England,E92000001,,,Isle of Wight,921,E06000046,Provider-led,Overall,Overall,37,168,24,0.2,0.2,94.9,100
202122,Academic year,Local authority,England,E92000001,,,Lincolnshire,925,E10000019,Provider-led,Overall,Overall,333,333,294,1.2,1.2,99.1,99
202223,Academic year,Local authority,England,E92000001,,,Lincolnshire,925,E10000019,Provider-led,Overall,Overall,331,664,286,1.3,1.3,99.4,99.3
202324,Academic year,Local authority,England,E92000001,,,Lincolnshire,925,E10000019,Provider-led,Overall,Overall,286,950,226,1.2,1.2,98.3,99.6
202425,Academic year,Local authority,England,E92000001,,,Lincolnshire,925,E10000019,Provider-led,Overall,Overall,245,1195,175,1.2,1.1,98,99.4
202122,Academic year,Local authority,England,E92000001,,,Norfolk,926,E10000020,Provider-led,Overall,Overall,355,355,322,1.3,1.3,95.2,95.5
202223,Academic year,Local authority,England,E92000001,,,Norfolk,926,E10000020,Provider-led,Overall,Overall,328,683,275,1.2,1.2,94.8,94.5
202324,Academic year,Local authority,England,E92000001,,,Norfolk,926,E10000020,Provider-led,Overall,Overall,312,995,273,1.3,1.4,94,94.8
202425,Academic year,Local authority,England,E92000001,,,Norfolk,926,E10000020,Provider-led,Overall,Overall,274,1269,213,1.3,1.3,98.6,98.6
202122,Academic year,Local authority,England,E92000001,,,Northumberland,929,E06000057,Provider-led,Overall,Overall,124,124,99,0.5,0.4,100,100
202223,Academic year,Local authority,England,E92000001,,,Northumberland,929,E06000057,Provider-led,Overall,Overall,134,258,102,0.5,0.5,98.5,98.1
202324,Academic year,Local authority,England,E92000001,,,Northumberland,929,E06000057,Provider-led,Overall,Overall,127,385,78,0.5,0.4,100,100
202425,Academic year,Local authority,England,E92000001,,,Northumberland,929,E06000057,Provider-led,Overall,Overall,114,499,57,0.5,0.4,99.1,100
202122,Academic year,Local authority,England,E92000001,,,Oxfordshire,931,E10000025,Provider-led,Overall,Overall,337,337,309,1.2,1.3,99.7,100
202223,Academic year,Local authority,England,E92000001,,,Oxfordshire,931,E10000025,Provider-led,Overall,Overall,325,662,270,1.2,1.2,99.7,99.6
202324,Academic year,Local authority,England,E92000001,,,Oxfordshire,931,E10000025,Provider-led,Overall,Overall,278,940,247,1.2,1.3,99.6,100
202425,Academic year,Local authority,England,E92000001,,,Oxfordshire,931,E10000025,Provider-led,Overall,Overall,276,1216,214,1.3,1.3,98.6,99.5
202122,Academic year,Local authority,England,E92000001,,,Somerset,933,E06000066,Provider-led,Overall,Overall,206,206,183,0.7,0.8,96.7,96.3
202223,Academic year,Local authority,England,E92000001,,,Somerset,933,E06000066,Provider-led,Overall,Overall,194,400,160,0.7,0.7,96.5,96.4
202324,Academic year,Local authority,England,E92000001,,,Somerset,933,E06000066,Provider-led,Overall,Overall,169,569,147,0.7,0.8,100,100
202425,Academic year,Local authority,England,E92000001,,,Somerset,933,E06000066,Provider-led,Overall,Overall,173,742,138,0.8,0.9,98.9,99.3
202122,Academic year,Local authority,England,E92000001,,,Suffolk,935,E10000029,Provider-led,Overall,Overall,294,294,268,1.1,1.1,98.3,98.9
202223,Academic year,Local authority,England,E92000001,,,Suffolk,935,E10000029,Provider-led,Overall,Overall,306,600,269,1.2,1.2,98.7,98.5
202324,Academic year,Local authority,England,E92000001,,,Suffolk,935,E10000029,Provider-led,Overall,Overall,239,839,212,1,1.1,96.8,97.2
202425,Academic year,Local authority,England,E92000001,,,Suffolk,935,E10000029,Provider-led,Overall,Overall,251,1090,201,1.2,1.3,98.4,98.5
202122,Academic year,Local authority,England,E92000001,,,Surrey,936,E10000030,Provider-led,Overall,Overall,647,647,586,2.4,2.5,99.7,99.7
202223,Academic year,Local authority,England,E92000001,,,Surrey,936,E10000030,Provider-led,Overall,Overall,591,1238,540,2.2,2.4,97.8,98.2
202324,Academic year,Local authority,England,E92000001,,,Surrey,936,E10000030,Provider-led,Overall,Overall,486,1724,416,2,2.2,99,99.3
202425,Academic year,Local authority,England,E92000001,,,Surrey,936,E10000030,Provider-led,Overall,Overall,453,2177,370,2.1,2.3,98.5,99.2
202122,Academic year,Local authority,England,E92000001,,,Warwickshire,937,E10000031,Provider-led,Overall,Overall,253,253,220,0.9,0.9,94.4,94.4
202223,Academic year,Local authority,England,E92000001,,,Warwickshire,937,E10000031,Provider-led,Overall,Overall,229,482,208,0.9,0.9,98.7,100
202324,Academic year,Local authority,England,E92000001,,,Warwickshire,937,E10000031,Provider-led,Overall,Overall,210,692,169,0.9,0.9,95.5,98.3
202425,Academic year,Local authority,England,E92000001,,,Warwickshire,937,E10000031,Provider-led,Overall,Overall,200,892,157,0.9,1,94.3,95.2
202122,Academic year,Local authority,England,E92000001,,,West Sussex,938,E10000032,Provider-led,Overall,Overall,371,371,329,1.4,1.4,95.4,94.8
202223,Academic year,Local authority,England,E92000001,,,West Sussex,938,E10000032,Provider-led,Overall,Overall,355,726,302,1.3,1.4,95.7,95
202324,Academic year,Local authority,England,E92000001,,,West Sussex,938,E10000032,Provider-led,Overall,Overall,326,1052,267,1.4,1.4,95.6,95
202425,Academic year,Local authority,England,E92000001,,,West Sussex,938,E10000032,Provider-led,Overall,Overall,305,1357,244,1.4,1.5,95,94.2
202122,Academic year,Local authority,England,E92000001,,,North Northamptonshire,940,E06000061,Provider-led,Overall,Overall,190,190,172,0.7,0.7,96.9,96.6
202223,Academic year,Local authority,England,E92000001,,,North Northamptonshire,940,E06000061,Provider-led,Overall,Overall,160,350,148,0.6,0.7,90.4,93.7
202324,Academic year,Local authority,England,E92000001,,,North Northamptonshire,940,E06000061,Provider-led,Overall,Overall,141,491,124,0.6,0.7,97.2,99.2
202425,Academic year,Local authority,England,E92000001,,,North Northamptonshire,940,E06000061,Provider-led,Overall,Overall,138,629,101,0.6,0.6,93.9,96.2
202122,Academic year,Local authority,England,E92000001,,,West Northamptonshire,941,E06000062,Provider-led,Overall,Overall,219,219,207,0.8,0.9,96.9,97.2
202223,Academic year,Local authority,England,E92000001,,,West Northamptonshire,941,E06000062,Provider-led,Overall,Overall,193,412,169,0.7,0.8,94.6,94.4
202324,Academic year,Local authority,England,E92000001,,,West Northamptonshire,941,E06000062,Provider-led,Overall,Overall,187,599,149,0.8,0.8,96.9,99.3
202425,Academic year,Local authority,England,E92000001,,,West Northamptonshire,941,E06000062,Provider-led,Overall,Overall,161,760,130,0.8,0.8,97.6,97.7
202122,Academic year,Local authority,England,E92000001,,,Cumberland,942,E06000063,Provider-led,Overall,Overall,127,127,100,0.5,0.4,100,100
202223,Academic year,Local authority,England,E92000001,,,Cumberland,942,E06000063,Provider-led,Overall,Overall,98,225,70,0.4,0.3,100,100
202324,Academic year,Local authority,England,E92000001,,,Cumberland,942,E06000063,Provider-led,Overall,Overall,99,324,76,0.4,0.4,98,98.7
202425,Academic year,Local authority,England,E92000001,,,Cumberland,942,E06000063,Provider-led,Overall,Overall,86,410,58,0.4,0.4,97.7,100
202122,Academic year,Local authority,England,E92000001,,,Westmorland and Furness,943,E06000064,Provider-led,Overall,Overall,79,79,63,0.3,0.3,100,100
202223,Academic year,Local authority,England,E92000001,,,Westmorland and Furness,943,E06000064,Provider-led,Overall,Overall,73,152,61,0.3,0.3,100,100
